Create Date,Entity_ID,Order Customer,Country,L2_Category_ID,Weekly_Volume,Total_Weight_Kg,Mean_Value,High_Value_Raw,High_Value_Ratio,Dist_Day0,Dist_Day1,Dist_Day2,Dist_Day3,Dist_Day4,Dist_Day5,Dist_Day6
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AM_346","Yanwen Logistics Co., Ltd. Shenzhen Branch",AM,346,1,0.121,36.31233400565773,1,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999900000002,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,12999,3,0.201,6.788816615959919,0,0.0,0.3333333322222222,0.0,0.0,0.0,0.0,0.6666666644444444,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_152","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,152,4,0.136,6.93996026706958,0,0.0,0.9999999975,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_17","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,17,3,0.102,6.3697511559140905,0,0.0,0.9999999966666667,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,1999,7,0.256,6.997059880440089,0,0.0,0.571428570612245,0.0,0.0,0.0,0.0,0.4285714279591837,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,19999,5,0.179,7.252076433380085,0,0.0,0.7999999984,0.0,0.0,0.0,0.0,0.1999999996,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_254","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,254,2,0.074,9.158247379620036,0,0.0,0.4999999975,0.0,0.0,0.0,0.0,0.4999999975,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_287","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,287,39,1.4120000000000001,6.447552450845837,0,0.0,0.6410256408612754,0.0,0.0,0.0,0.0,0.35897435888231427,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,2999,3,0.147,9.898513987895074,0,0.0,0.6666666644444444,0.0,0.0,0.0,0.0,0.3333333322222222,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,345,3,0.125,8.249778910559478,0,0.0,0.6666666644444444,0.0,0.0,0.0,0.0,0.3333333322222222,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_358","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,358,4,0.16199999999999998,6.821152441604145,0,0.0,0.7499999981250001,0.0,0.0,0.0,0.0,0.249999999375,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_380","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,380,2,0.09,9.253926937774432,0,0.0,0.4999999975,0.0,0.0,0.0,0.0,0.4999999975,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_390","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,390,3,0.045,0.292078832212635,0,0.0,0.3333333322222222,0.0,0.0,0.0,0.0,0.6666666644444444,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AT_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",AT,484,6,0.189,5.307209840744065,0,0.0,0.6666666655555555,0.0,0.0,0.0,0.0,0.33333333277777777,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_112","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,112,1,0.033,1.095796983951498,0,0.0,0.9999999900000002,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,12999,3,0.201,2.2037951135276646,0,0.0,0.9999999966666667,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,19999,1,0.041,1.166887396134783,0,0.0,0.9999999900000002,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_211","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,211,1,0.056,1.05605507709421,0,0.0,0.9999999900000002,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_274","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,274,3,0.094,0.5471662841107755,0,0.0,0.9999999966666667,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_317","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,317,3,0.5820000000000001,5.403419638888475,0,0.0,0.9999999966666667,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_387","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,387,1,0.172,12.49414429467695,0,0.0,0.9999999900000002,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_AU_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",AU,484,1,0.019,2.288202346717696,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999900000002,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BH_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",BH,5,1,0.107,1.406893064341532,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999900000002,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BM_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BM,17999,3,0.48,5.9366775868023325,0,0.0,0.3333333322222222,0.0,0.0,0.0,0.0,0.6666666644444444,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BM_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BM,8999,2,0.472,4.801839533222435,0,0.0,0.999999995,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,165,3,1.946,7.259090807393966,0,0.0,0.6666666644444444,0.0,0.0,0.0,0.0,0.3333333322222222,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,19999,1,0.801,7.07948812378544,0,0.0,0.9999999900000002,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_285","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,285,2,0.152,3.2865657171343337,0,0.0,0.999999995,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_311","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,311,1,0.372,1.351128013552305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999900000002,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,484,2,0.309,6.71831548610232,0,0.0,0.4999999975,0.0,0.0,0.0,0.0,0.4999999975,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BN_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",BN,8999,1,0.121,1.151898848403046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999900000002,0.0
2025-11-03,"Yanwen Logistics Co., Ltd. Shenzhen Branch_BY_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",BY,484,1,0.08,2.086690972911457,0,0.0,0.9999999900000002,0.0,0.0,0.0,0.0,0.0,0.0
